Category,Country,Customer ID,Order,Product ID,Return Status,Review Rating,Shipping Method,Discount,Price,Profit,Quantity,Returned Quantity,Shipping Cost,Total Sales
Books,USA,3510,3/22/2023,929,No,1,Express,36.00%,$489.0,$144,4,2,$20.8,$1K
Books,USA,4295,04/05/2023,939,No,1,Express,17.00%,$630.3,$494,7,2,$43.9,$4K
Books,USA,2953,01/06/2023,603,No,1,Express,38.00%,$575.8,$807,8,2,$26.2,$3K
Books,USA,2319,11/19/2023,150,No,1,Express,37.00%,$690.7,"$1,007",9,4,$21.6,$4K
Books,USA,6850,09/05/2023,766,No,1,Express,30.00%,$274.2,$275,6,5,$9.5,$1K
Books,USA,3570,12/27/2023,77,No,2,Express,17.00%,$713.9,$680,6,0,$19.1,$4K
Books,USA,5332,7/22/2023,287,No,2,Express,11.00%,$161.7,$212,6,5,$43.4,$1K
Books,USA,3410,8/26/2023,946,No,3,Express,15.00%,$358.6,$352,10,0,$48.4,$3K
Books,USA,8106,7/18/2023,165,No,4,Express,23.00%,$319.1,$268,10,4,$22.3,$2K
Books,USA,9459,12/11/2023,247,No,5,Express,6.00%,$538.6,$81,1,0,$27.7,$1K
Books,USA,8799,10/04/2023,686,No,5,Express,11.00%,$67.1,$71,5,0,$40.3,$0K
Books,USA,6209,08/07/2023,627,No,5,Express,7.00%,$637.8,$683,9,1,$12.6,$5K
Books,USA,5021,6/17/2023,571,No,5,Express,7.00%,$43.5,$56,5,2,$31.1,$0K
Books,USA,3402,3/19/2023,289,No,5,Express,12.00%,$461.2,$216,2,4,$27.7,$1K
Clothing,Canada,2654,01/07/2023,387,No,1,Express,22.00%,$784.9,$615,4,1,$14.4,$2K
Clothing,Canada,4947,9/15/2023,300,No,1,Express,31.00%,$424.2,$330,5,1,$45.2,$1K
Clothing,Canada,9481,11/04/2023,580,No,1,Express,5.00%,$886.2,$772,5,4,$11.5,$4K
Clothing,Canada,2421,1/19/2023,16,No,1,Express,26.00%,$949.7,"$1,225",9,5,$48.9,$6K
Clothing,Canada,1553,12/04/2023,349,No,2,Express,14.00%,$113.8,$24,2,1,$7.9,$0K
Clothing,Canada,6246,12/20/2023,626,No,2,Express,27.00%,$514.5,$785,7,2,$8.2,$3K
Clothing,Canada,5655,12/07/2023,94,No,2,Express,33.00%,$162.1,$123,7,4,$41.0,$1K
Clothing,Canada,5751,03/02/2023,207,No,2,Express,5.00%,$377.7,$586,9,5,$32.2,$3K
Clothing,Canada,7774,08/02/2023,783,No,2,Express,6.00%,$328.0,$431,9,5,$34.6,$3K
Clothing,Canada,1804,6/25/2023,897,No,3,Express,34.00%,$464.6,$164,5,1,$15.6,$2K
Clothing,Canada,1085,08/06/2023,671,No,3,Express,30.00%,$922.7,$518,7,2,$45.4,$5K
Clothing,Canada,6917,12/12/2023,587,No,3,Express,32.00%,$404.3,$317,8,2,$15.8,$2K
Clothing,Canada,1207,05/02/2023,61,No,3,Express,10.00%,$381.7,$544,6,4,$33.3,$2K
Clothing,Canada,1070,3/20/2023,840,No,3,Express,22.00%,$201.4,$133,3,5,$28.7,$0K
Clothing,Canada,2214,06/05/2023,625,No,4,Express,16.00%,$851.0,"$1,580",8,0,$8.2,$6K
Clothing,Canada,2716,11/07/2023,741,No,4,Express,30.00%,$747.2,$860,10,0,$20.6,$5K
Clothing,Canada,3564,01/05/2023,476,No,4,Express,16.00%,$870.3,$756,5,2,$6.3,$4K
Clothing,Canada,4613,10/27/2023,854,No,5,Express,28.00%,$720.8,"$1,334",10,2,$29.4,$5K
Clothing,Canada,8945,07/07/2023,9,No,5,Express,37.00%,$776.5,$677,7,3,$10.0,$3K
Clothing,Canada,6149,04/10/2023,115,No,5,Express,17.00%,$388.1,$488,10,4,$25.0,$3K
Clothing,France,3771,2/22/2023,109,No,1,Express,24.00%,$96.2,$64,6,1,$33.2,$0K
Clothing,France,5676,6/17/2023,577,No,1,Express,29.00%,$281.2,$448,9,4,$36.6,$2K
Clothing,France,7479,2/18/2023,956,No,1,Express,25.00%,$984.1,$132,1,5,$41.5,$1K
Clothing,France,5430,10/23/2023,507,No,2,Express,29.00%,$54.6,$8,1,4,$33.0,$0K
Clothing,France,9138,11/19/2023,476,No,3,Express,19.00%,$36.5,$75,9,2,$9.6,$0K
Clothing,France,4542,3/15/2023,527,No,3,Express,7.00%,$170.8,$128,8,3,$21.4,$1K
Clothing,France,7643,9/18/2023,558,No,3,Express,9.00%,$361.6,$66,2,4,$46.6,$1K
Clothing,France,5722,4/15/2023,350,No,3,Express,18.00%,$199.2,$200,6,4,$19.5,$1K
Clothing,France,4410,03/08/2023,622,No,4,Express,7.00%,$73.8,$16,1,5,$15.8,$0K
Clothing,France,9758,1/25/2023,164,No,5,Express,13.00%,$823.5,$433,6,1,$7.1,$4K
Clothing,France,9842,7/27/2023,87,No,5,Express,9.00%,$686.8,"$1,281",8,3,$5.8,$5K
Clothing,France,8666,08/11/2023,230,No,5,Express,10.00%,$692.6,$894,6,5,$40.7,$4K
Clothing,Germany,4614,2/16/2023,292,No,1,Express,21.00%,$424.4,$191,2,1,$18.3,$1K
Clothing,Germany,3548,03/09/2023,25,No,1,Express,10.00%,$975.8,$439,4,1,$31.8,$4K
Clothing,Germany,2596,06/09/2023,585,No,2,Express,24.00%,$710.3,$296,2,0,$4.9,$1K
Clothing,Germany,6360,7/19/2023,597,No,2,Express,14.00%,$625.5,$506,6,3,$25.8,$3K
Clothing,Germany,2838,12/27/2023,976,No,2,Express,12.00%,$856.5,$222,2,5,$16.8,$2K
Clothing,Germany,8409,8/14/2023,580,No,2,Express,5.00%,$890.8,$502,3,5,$10.8,$3K
Clothing,Germany,2699,11/07/2023,298,No,2,Express,13.00%,$977.9,$625,7,5,$18.4,$6K
Clothing,Germany,1938,3/21/2023,467,No,2,Express,24.00%,$505.1,$809,9,5,$9.7,$3K
Clothing,Germany,8758,02/11/2023,306,No,3,Express,22.00%,$321.4,$491,7,0,$26.7,$2K
Clothing,Germany,4246,06/01/2023,701,No,3,Express,23.00%,$515.0,$700,10,0,$36.5,$4K
Clothing,Germany,1728,3/14/2023,588,No,3,Express,16.00%,$639.6,$299,2,1,$17.3,$1K
Clothing,Germany,9419,12/07/2023,579,No,3,Express,13.00%,$854.5,"$1,703",8,3,$46.5,$6K
Clothing,Germany,2980,08/10/2023,588,No,3,Express,22.00%,$561.5,$98,1,5,$11.9,$0K
Clothing,Germany,3318,05/07/2023,185,No,3,Express,27.00%,$552.0,$143,2,5,$26.5,$1K
Clothing,Germany,1863,7/22/2023,748,No,5,Express,21.00%,$161.8,$90,3,1,$31.8,$0K
Clothing,Germany,4125,11/14/2023,658,No,5,Express,19.00%,$542.8,$340,5,1,$21.4,$2K
Clothing,UK,9542,8/18/2023,745,No,1,Express,6.00%,$838.3,"$1,583",9,3,$47.3,$7K
Clothing,UK,9274,10/13/2023,108,No,1,Express,6.00%,$521.1,$260,4,5,$44.2,$2K
Clothing,UK,9514,7/25/2023,970,No,2,Express,35.00%,$860.5,$503,3,0,$41.0,$2K
Clothing,UK,5531,01/11/2023,605,No,2,Express,31.00%,$159.4,$97,8,2,$4.8,$1K
Clothing,UK,5362,12/08/2023,140,No,2,Express,28.00%,$285.3,$132,4,3,$22.8,$1K
Clothing,UK,8802,8/15/2023,67,No,2,Express,29.00%,$773.5,"$1,045",8,3,$19.1,$4K
Clothing,UK,1245,4/24/2023,877,No,2,Express,24.00%,$731.0,$617,6,5,$19.5,$3K
Clothing,UK,1049,11/17/2023,439,No,2,Express,18.00%,$373.4,$262,8,5,$36.2,$2K
Clothing,UK,7049,10/19/2023,997,No,3,Express,8.00%,$10.8,$12,8,4,$6.3,$0K
Clothing,UK,6045,7/17/2023,139,No,3,Express,17.00%,$444.9,$134,2,5,$34.4,$1K
Clothing,UK,4301,04/09/2023,154,No,3,Express,15.00%,$930.7,$564,3,5,$38.2,$2K
Clothing,UK,9043,11/01/2023,220,No,4,Express,8.00%,$504.7,$693,10,1,$11.8,$5K
Clothing,UK,7057,07/07/2023,551,No,4,Express,8.00%,$761.2,$312,4,2,$9.7,$3K
Clothing,UK,8196,05/12/2023,823,No,4,Express,36.00%,$691.4,$601,9,3,$20.9,$4K
Clothing,UK,3168,07/12/2023,992,No,4,Express,30.00%,$92.6,$59,4,5,$35.9,$0K
Clothing,UK,1935,11/02/2023,153,No,5,Express,6.00%,$899.7,"$2,010",8,0,$7.5,$7K
Clothing,UK,4885,9/17/2023,489,No,5,Express,32.00%,$837.4,"$1,504",10,0,$10.0,$6K
Clothing,UK,3113,04/12/2023,460,No,5,Express,29.00%,$920.6,"$1,139",8,1,$6.8,$5K
Clothing,UK,9599,11/21/2023,832,No,5,Express,30.00%,$988.1,$312,4,3,$6.9,$3K
Clothing,USA,8432,3/18/2023,425,No,1,Express,31.00%,$830.0,$550,4,3,$18.5,$2K
Clothing,USA,5734,8/15/2023,415,No,1,Express,14.00%,$219.0,$160,3,5,$36.1,$1K
Clothing,USA,5561,08/02/2023,507,No,2,Express,33.00%,$82.2,$8,1,0,$17.9,$0K
Clothing,USA,9087,5/13/2023,388,No,2,Express,16.00%,$116.7,$88,6,3,$2.2,$1K
Clothing,USA,9018,09/07/2023,769,No,2,Express,28.00%,$632.8,$667,6,3,$15.7,$3K
Clothing,USA,7843,05/02/2023,347,No,3,Express,37.00%,$148.8,$128,9,1,$36.5,$1K
Clothing,USA,9273,06/10/2023,816,No,3,Express,35.00%,$596.3,$207,3,3,$18.0,$1K
Clothing,USA,6549,3/23/2023,285,No,3,Express,34.00%,$923.1,"$1,324",10,3,$48.6,$6K
Clothing,USA,4825,08/10/2023,60,No,3,Express,28.00%,$262.8,$139,7,5,$24.7,$1K
Clothing,USA,4127,1/23/2023,89,No,4,Express,20.00%,$862.4,$272,3,2,$45.6,$2K
Clothing,USA,2494,8/20/2023,411,No,4,Express,39.00%,$707.6,$337,3,2,$29.6,$1K
Clothing,USA,1011,12/25/2023,457,No,4,Express,17.00%,$10.3,$2,1,3,$24.2,$0K
Clothing,USA,6090,10/03/2023,88,No,4,Express,17.00%,$318.7,$433,8,4,$47.8,$2K
Clothing,USA,1139,6/23/2023,465,No,5,Express,22.00%,$337.2,$641,9,3,$28.4,$2K
Electronics,Canada,2537,4/19/2023,516,No,1,Express,28.00%,$967.0,$862,7,3,$13.1,$5K
Electronics,Canada,4586,1/24/2023,317,No,1,Express,39.00%,$441.4,$223,3,5,$20.6,$1K
Electronics,Canada,3556,03/08/2023,394,No,2,Express,20.00%,$563.3,"$1,023",10,3,$16.3,$5K
Electronics,Canada,7374,5/23/2023,698,No,2,Express,10.00%,$246.1,$43,1,5,$32.2,$0K
Electronics,Canada,2515,08/02/2023,637,No,3,Express,27.00%,$552.6,$418,4,0,$18.2,$2K
Electronics,Canada,5186,12/12/2023,560,No,3,Express,28.00%,$87.0,$121,10,2,$9.6,$1K
Electronics,Canada,4912,08/07/2023,127,No,3,Express,13.00%,$162.3,$194,5,3,$49.0,$1K
Electronics,Canada,5125,11/02/2023,986,No,3,Express,23.00%,$225.4,$396,10,4,$39.0,$2K
Electronics,Canada,7419,08/06/2023,451,No,3,Express,27.00%,$623.9,"$1,067",9,5,$36.3,$4K
Electronics,Canada,4456,4/16/2023,314,No,4,Express,17.00%,$57.3,$42,6,0,$27.0,$0K
Electronics,Canada,8951,03/06/2023,466,No,4,Express,30.00%,$424.9,$263,6,0,$41.3,$2K
Electronics,Canada,3409,3/25/2023,718,No,4,Express,7.00%,$224.0,$239,8,0,$20.7,$2K
Electronics,Canada,5986,12/18/2023,729,No,5,Express,39.00%,$323.9,$77,2,0,$40.7,$0K
Electronics,Canada,3891,2/17/2023,367,No,5,Express,11.00%,$140.8,$335,9,0,$6.8,$1K
Electronics,Canada,8484,06/03/2023,603,No,5,Express,20.00%,$663.3,$149,1,1,$21.4,$1K
Electronics,Canada,9992,04/08/2023,456,No,5,Express,40.00%,$868.9,$400,3,1,$44.1,$2K
Electronics,France,5683,10/02/2023,535,No,1,Express,35.00%,$39.6,$12,4,0,$40.5,$0K
Electronics,France,7090,03/03/2023,996,No,1,Express,7.00%,$887.0,$699,5,0,$32.1,$4K
Electronics,France,5407,08/12/2023,177,No,1,Express,31.00%,$947.5,$266,2,2,$35.3,$1K
Electronics,France,8884,10/01/2023,222,No,1,Express,31.00%,$834.4,$75,1,3,$42.0,$1K
Electronics,France,1417,05/09/2023,648,No,2,Express,14.00%,$872.7,$406,2,1,$14.1,$2K
Electronics,France,2661,10/04/2023,146,No,2,Express,32.00%,$709.2,$186,2,3,$10.0,$1K
Electronics,France,2072,03/01/2023,294,No,2,Express,12.00%,$484.4,$617,9,3,$30.7,$4K
Electronics,France,4369,12/06/2023,151,No,2,Express,5.00%,$933.0,$355,2,5,$40.4,$2K
Electronics,France,8429,09/05/2023,252,No,3,Express,17.00%,$536.3,$625,5,2,$4.6,$2K
Electronics,France,5678,09/04/2023,733,No,3,Express,27.00%,$643.7,$618,5,4,$36.0,$2K
Electronics,France,6314,11/06/2023,726,No,4,Express,6.00%,$388.0,$393,6,0,$40.6,$2K
Electronics,France,6687,12/21/2023,795,No,4,Express,7.00%,$902.5,$624,3,1,$13.9,$3K
Electronics,France,2393,9/26/2023,666,No,4,Express,21.00%,$595.8,$349,5,1,$19.1,$2K
Electronics,France,3001,05/09/2023,613,No,4,Express,6.00%,$778.8,$472,6,4,$18.5,$4K
Electronics,France,6841,5/14/2023,251,No,5,Express,13.00%,$263.6,$345,8,0,$4.4,$2K
Electronics,Germany,3331,10/22/2023,926,No,2,Express,19.00%,$974.4,"$1,287",6,4,$13.6,$5K
Electronics,Germany,1563,1/20/2023,290,No,2,Express,14.00%,$855.0,$220,1,5,$6.8,$1K
Electronics,Germany,7258,04/09/2023,298,No,2,Express,17.00%,$179.1,$373,10,5,$6.7,$1K
Electronics,Germany,4123,6/18/2023,175,No,3,Express,38.00%,$168.1,$25,2,3,$35.3,$0K
Electronics,Germany,3701,10/16/2023,289,No,3,Express,28.00%,$374.7,$192,5,3,$44.8,$1K
Electronics,Germany,6510,10/15/2023,516,No,3,Express,17.00%,$531.3,$985,10,5,$30.0,$4K
Electronics,Germany,7996,10/06/2023,310,No,4,Express,6.00%,$487.7,"$1,151",9,0,$5.7,$4K
Electronics,Germany,3335,09/10/2023,626,No,4,Express,16.00%,$346.4,$519,7,1,$43.8,$2K
Electronics,Germany,4931,5/23/2023,243,No,4,Express,28.00%,$769.5,$452,6,4,$10.8,$3K
Electronics,Germany,4323,05/07/2023,310,No,4,Express,6.00%,$353.0,$686,7,5,$47.5,$2K
Electronics,Germany,5717,1/24/2023,798,No,5,Express,38.00%,$674.3,$453,4,5,$48.9,$2K
Electronics,UK,6662,02/07/2023,215,No,1,Express,27.00%,$336.0,$41,1,0,$15.0,$0K
Electronics,UK,5312,11/14/2023,273,No,1,Express,36.00%,$684.5,"$1,182",9,3,$13.6,$4K
Electronics,UK,8668,5/24/2023,129,No,1,Express,36.00%,$721.1,$578,6,5,$8.0,$3K
Electronics,UK,8350,03/04/2023,124,No,2,Express,37.00%,$456.8,$103,3,1,$48.8,$1K
Electronics,UK,1384,01/01/2023,484,No,2,Express,12.00%,$65.2,$62,5,3,$34.8,$0K
Electronics,UK,7187,12/01/2023,433,No,2,Express,19.00%,$90.7,$89,5,5,$46.8,$0K
Electronics,UK,5833,10/25/2023,414,No,3,Express,20.00%,$359.8,$425,6,0,$27.8,$2K
Electronics,UK,7657,9/17/2023,551,No,3,Express,26.00%,$873.2,$478,3,1,$15.5,$2K
Electronics,UK,5705,5/24/2023,546,No,3,Express,21.00%,$324.1,$206,5,5,$32.6,$1K
Electronics,UK,6006,8/23/2023,600,No,4,Express,37.00%,$697.0,$776,6,0,$20.8,$3K
Electronics,UK,3000,9/14/2023,1,No,4,Express,9.00%,$232.9,$517,10,3,$21.6,$2K
Electronics,UK,7338,07/06/2023,419,No,5,Express,38.00%,$327.6,$504,9,3,$24.5,$2K
Electronics,UK,4889,05/02/2023,151,No,5,Express,12.00%,$672.3,"$1,410",10,3,$4.7,$6K
Electronics,UK,7495,5/18/2023,395,No,5,Express,17.00%,$313.6,$145,4,5,$36.2,$1K
Electronics,UK,6849,12/20/2023,232,No,5,Express,36.00%,$319.0,$313,8,5,$48.8,$2K
Electronics,USA,7902,9/17/2023,715,No,1,Express,22.00%,$310.0,$109,3,0,$16.9,$1K
Electronics,USA,7615,03/04/2023,371,No,2,Express,28.00%,$586.0,$233,4,0,$28.4,$2K
Electronics,USA,6616,02/10/2023,449,No,2,Express,37.00%,$599.7,$195,4,0,$15.2,$2K
Electronics,USA,9959,8/25/2023,25,No,2,Express,17.00%,$531.4,$758,6,1,$43.5,$3K
Electronics,USA,2458,12/01/2023,416,No,2,Express,40.00%,$824.2,$274,4,2,$37.4,$2K
Electronics,USA,5482,08/04/2023,339,No,3,Express,18.00%,$188.0,$157,5,5,$18.9,$1K
Electronics,USA,1000,7/15/2023,967,No,4,Express,29.00%,$464.3,$771,8,1,$8.9,$3K
Electronics,USA,5697,08/11/2023,895,No,4,Express,27.00%,$774.5,$962,8,3,$34.7,$5K
Electronics,USA,8097,11/05/2023,164,No,5,Express,39.00%,$277.6,$21,1,0,$30.0,$0K
Electronics,USA,4065,06/10/2023,479,No,5,Express,30.00%,$877.0,$73,1,4,$38.8,$1K
Electronics,USA,5257,2/28/2023,469,No,5,Express,17.00%,$298.1,$154,4,5,$3.8,$1K
Home,Canada,2737,08/06/2023,385,No,1,Express,22.00%,$367.5,$697,10,2,$9.0,$3K
Home,Canada,7539,3/15/2023,278,No,1,Express,22.00%,$390.5,$327,5,3,$44.4,$2K
Home,Canada,4525,01/09/2023,725,No,1,Express,6.00%,$281.8,$477,9,5,$29.5,$2K
Home,Canada,6673,10/04/2023,892,No,2,Express,15.00%,$557.4,$381,3,0,$16.7,$1K
Home,Canada,7627,06/05/2023,292,No,2,Express,38.00%,$94.2,$170,10,1,$12.0,$1K
Home,Canada,9531,04/10/2023,753,No,2,Express,29.00%,$580.0,$508,6,2,$46.1,$2K
Home,Canada,4646,11/28/2023,614,No,2,Express,28.00%,$211.5,$207,9,2,$38.0,$1K
Home,Canada,4501,2/23/2023,469,No,2,Express,34.00%,$916.2,$843,5,3,$19.6,$3K
Home,Canada,9875,06/02/2023,875,No,2,Express,15.00%,$306.7,$106,3,4,$49.9,$1K
Home,Canada,7677,08/10/2023,663,No,2,Express,25.00%,$773.1,$579,5,4,$8.7,$3K
Home,Canada,2584,11/10/2023,686,No,2,Express,33.00%,$390.8,$316,6,5,$18.1,$2K
Home,Canada,3408,10/02/2023,895,No,3,Express,34.00%,$273.4,$97,4,1,$36.5,$1K
Home,Canada,4839,4/25/2023,679,No,3,Express,23.00%,$456.8,$821,9,5,$31.5,$3K
Home,Canada,8832,05/10/2023,806,No,4,Express,21.00%,$860.8,$622,4,0,$30.3,$3K
Home,Canada,9202,12/11/2023,514,No,4,Express,25.00%,$922.5,"$1,566",10,0,$3.0,$7K
Home,Canada,4457,12/08/2023,954,No,4,Express,10.00%,$358.3,$290,4,1,$17.1,$1K
Home,Canada,6228,1/23/2023,477,No,4,Express,11.00%,$465.1,"$1,027",9,1,$36.1,$4K
Home,Canada,6995,12/20/2023,755,No,4,Express,8.00%,$123.5,$144,8,3,$27.7,$1K
Home,Canada,7575,04/02/2023,459,No,4,Express,22.00%,$528.2,$240,5,4,$29.1,$2K
Home,Canada,1447,3/21/2023,85,No,5,Express,37.00%,$295.6,$430,10,3,$16.6,$2K
Home,Canada,1753,05/11/2023,306,No,5,Express,34.00%,$848.6,$132,1,4,$6.5,$1K
Home,France,4557,10/27/2023,419,No,2,Express,34.00%,$313.1,$88,3,5,$3.9,$1K
Home,France,7508,02/07/2023,171,No,3,Express,39.00%,$599.2,$360,4,2,$18.0,$1K
Home,France,5347,12/21/2023,683,No,3,Express,39.00%,$663.7,$310,4,2,$36.2,$2K
Home,France,7399,2/22/2023,298,No,4,Express,6.00%,$749.5,$118,1,3,$34.1,$1K
Home,France,4237,04/09/2023,132,No,4,Express,9.00%,$805.4,$160,1,3,$6.3,$1K
Home,France,2930,3/19/2023,545,No,4,Express,28.00%,$896.9,$268,3,3,$31.9,$2K
Home,France,2556,12/24/2023,910,No,4,Express,24.00%,$111.0,$144,6,5,$7.6,$1K
Home,France,7369,12/03/2023,936,No,5,Express,30.00%,$218.1,$158,9,2,$9.4,$1K
Home,France,3098,10/20/2023,229,No,5,Express,16.00%,$779.8,"$1,382",10,3,$46.2,$7K
Home,Germany,3874,05/08/2023,589,No,1,Express,11.00%,$267.8,$398,8,0,$27.9,$2K
Home,Germany,2349,10/02/2023,157,No,1,Express,17.00%,$54.8,$38,5,5,$2.9,$0K
Home,Germany,1270,12/27/2023,894,No,2,Express,35.00%,$907.1,$561,5,3,$46.1,$3K
Home,Germany,2685,1/13/2023,73,No,3,Express,39.00%,$448.7,$314,10,1,$20.5,$3K
Home,Germany,4323,11/01/2023,25,No,3,Express,16.00%,$956.5,"$1,497",8,4,$44.0,$6K
Home,Germany,1839,05/10/2023,393,No,3,Express,5.00%,$538.3,$888,10,4,$29.7,$5K
Home,Germany,8592,11/08/2023,175,No,4,Express,14.00%,$389.2,$120,3,4,$50.0,$1K
Home,Germany,8662,9/24/2023,725,No,4,Express,27.00%,$985.8,"$1,012",7,4,$12.1,$5K
Home,Germany,4385,5/21/2023,687,No,5,Express,20.00%,$516.7,$869,10,1,$25.7,$4K
Home,UK,4812,01/01/2023,924,No,1,Express,29.00%,$376.4,$42,1,0,$3.5,$0K
Home,UK,8203,08/05/2023,84,No,1,Express,39.00%,$162.6,$205,8,4,$17.5,$1K
Home,UK,8609,12/10/2023,307,No,1,Express,20.00%,$428.2,$696,8,5,$26.6,$3K
Home,UK,3520,3/26/2023,526,No,2,Express,13.00%,$258.1,$264,4,3,$27.7,$1K
Home,UK,3183,7/22/2023,673,No,2,Express,14.00%,$571.6,$496,8,3,$36.8,$4K
Home,UK,6406,9/20/2023,826,No,2,Express,33.00%,$805.2,$964,9,5,$45.1,$5K
Home,UK,8352,04/10/2023,810,No,3,Express,7.00%,$485.0,$83,1,1,$43.9,$0K
Home,UK,6245,1/13/2023,432,No,3,Express,6.00%,$638.0,$922,7,5,$3.2,$4K
Home,UK,2056,04/04/2023,190,No,4,Express,25.00%,$764.5,$300,2,5,$3.6,$1K
Home,UK,4780,04/01/2023,407,No,5,Express,16.00%,$273.8,$127,2,1,$46.4,$0K
Home,UK,4406,3/13/2023,842,No,5,Express,37.00%,$629.9,$182,2,2,$32.5,$1K
Home,UK,9717,09/07/2023,451,No,5,Express,23.00%,$353.0,$431,7,5,$28.0,$2K
Home,USA,6555,02/01/2023,329,No,1,Express,22.00%,$125.0,$88,4,0,$18.2,$0K
Home,USA,3334,07/09/2023,681,No,1,Express,39.00%,$842.8,$542,4,3,$45.1,$2K
Home,USA,1694,12/25/2023,536,No,2,Express,17.00%,$166.3,$159,6,0,$48.3,$1K
Home,USA,2923,02/08/2023,517,No,2,Express,23.00%,$668.4,"$1,036",9,1,$32.7,$5K
Home,USA,6842,7/17/2023,465,No,2,Express,27.00%,$971.7,$976,5,4,$30.1,$4K
Home,USA,7483,9/25/2023,715,No,3,Express,38.00%,$695.0,"$1,139",9,4,$11.2,$4K
Home,USA,5028,08/06/2023,160,No,3,Express,16.00%,$145.7,$160,7,5,$16.7,$1K
Home,USA,3187,07/06/2023,422,No,4,Express,17.00%,$845.4,$715,8,2,$4.6,$6K
Home,USA,3965,05/01/2023,341,No,4,Express,27.00%,$163.1,$271,9,4,$26.2,$1K
Home,USA,3209,4/23/2023,883,No,5,Express,35.00%,$878.5,"$1,188",7,3,$6.9,$4K
Home,USA,5069,10/10/2023,348,No,5,Express,17.00%,$361.7,$713,10,4,$10.0,$3K
Home,USA,6830,4/16/2023,567,No,5,Express,24.00%,$71.0,$30,2,5,$39.9,$0K
Sports,Canada,2201,10/24/2023,192,No,1,Express,34.00%,$483.6,$260,4,4,$3.2,$1K
Sports,Canada,2772,06/11/2023,298,No,1,Express,8.00%,$429.1,$140,3,5,$12.2,$1K
Sports,Canada,9198,7/22/2023,763,No,1,Express,26.00%,$403.4,$675,8,5,$23.8,$2K
Sports,Canada,1849,3/17/2023,690,No,2,Express,12.00%,$904.3,$236,1,2,$3.2,$1K
Sports,Canada,6892,5/26/2023,544,No,2,Express,18.00%,$481.1,$385,4,2,$32.7,$2K
Sports,Canada,2874,03/05/2023,655,No,2,Express,35.00%,$632.4,$897,8,2,$31.6,$3K
Sports,Canada,5662,04/12/2023,627,No,2,Express,40.00%,$356.1,$285,10,2,$15.0,$2K
Sports,Canada,2430,06/12/2023,147,No,2,Express,8.00%,$643.0,$851,5,3,$34.2,$3K
Sports,Canada,5016,11/08/2023,837,No,2,Express,16.00%,$154.7,$299,9,3,$9.3,$1K
Sports,Canada,1688,10/22/2023,859,No,2,Express,28.00%,$766.0,$269,3,4,$28.1,$2K
Sports,Canada,8043,10/09/2023,638,No,3,Express,12.00%,$447.7,$101,1,0,$17.6,$0K
Sports,Canada,2635,4/22/2023,906,No,3,Express,12.00%,$372.5,$232,5,1,$9.5,$2K
Sports,Canada,3524,1/18/2023,38,No,3,Express,20.00%,$75.0,$21,2,2,$3.5,$0K
Sports,Canada,6652,12/10/2023,212,No,3,Express,39.00%,$585.4,$566,8,5,$11.1,$3K
Sports,Canada,5996,05/11/2023,721,No,4,Express,25.00%,$259.5,$265,5,4,$31.0,$1K
Sports,Canada,8854,03/07/2023,412,No,4,Express,38.00%,$782.7,$402,5,4,$26.9,$2K
Sports,Canada,4670,7/16/2023,907,No,4,Express,29.00%,$822.1,"$1,229",8,4,$19.8,$5K
Sports,Canada,6452,3/14/2023,713,No,4,Express,26.00%,$784.6,$700,5,5,$17.4,$3K
Sports,France,6054,7/16/2023,632,No,1,Express,8.00%,$607.2,$790,5,3,$43.9,$3K
Sports,France,3974,11/12/2023,569,No,1,Express,5.00%,$482.9,$605,10,5,$34.4,$5K
Sports,France,1689,12/22/2023,362,No,2,Express,30.00%,$292.7,$163,3,1,$16.8,$1K
Sports,France,8620,10/13/2023,393,No,2,Express,24.00%,$393.4,$388,5,2,$13.0,$1K
Sports,France,7527,6/25/2023,804,No,2,Express,21.00%,$761.2,$907,9,2,$14.9,$5K
Sports,France,9509,07/09/2023,531,No,3,Express,18.00%,$249.3,$290,6,1,$15.6,$1K
Sports,France,8512,12/19/2023,555,No,3,Express,30.00%,$812.1,$970,8,1,$35.2,$5K
Sports,France,6271,5/19/2023,715,No,4,Express,17.00%,$831.0,$477,4,1,$45.3,$3K
Sports,France,9162,12/02/2023,315,No,4,Express,17.00%,$366.4,$205,3,5,$9.2,$1K
Sports,France,9414,04/05/2023,123,No,5,Express,14.00%,$60.9,$30,2,2,$19.8,$0K
Sports,France,1652,09/01/2023,689,No,5,Express,17.00%,$663.3,$118,2,5,$8.3,$1K
Sports,France,3888,12/02/2023,497,No,5,Express,29.00%,$452.4,$148,4,5,$49.1,$1K
Sports,Germany,5260,09/01/2023,618,No,1,Express,8.00%,$43.2,$75,8,5,$45.9,$0K
Sports,Germany,4293,11/26/2023,218,No,2,Express,22.00%,$189.8,$74,3,0,$28.8,$0K
Sports,Germany,1900,8/20/2023,201,No,2,Express,25.00%,$540.5,$276,5,0,$19.8,$2K
Sports,Germany,7198,7/16/2023,946,No,2,Express,37.00%,$997.8,$897,8,4,$2.3,$5K
Sports,Germany,9621,01/05/2023,364,No,3,Express,28.00%,$665.5,$169,2,0,$19.9,$1K
Sports,Germany,2887,04/01/2023,679,No,3,Express,7.00%,$565.1,$499,5,5,$37.7,$3K
Sports,Germany,6801,04/08/2023,981,No,4,Express,35.00%,$790.3,$253,2,2,$19.2,$1K
